rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
16797	CCDC55	coiled-coil domain containing 55	1703	84	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16798	CCDC54	coiled-coil domain containing 54	989	74	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16799	CCDC53	coiled-coil domain containing 53	540	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16800	CCDC52	coiled-coil domain containing 52	2634	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16801	CCDC51	coiled-coil domain containing 51	1389	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16802	CCDC50	coiled-coil domain containing 50	1493	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16803	CCDC48	coiled-coil domain containing 48	1825	122	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16804	CCDC47	coiled-coil domain containing 47	1500	12	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16805	CCDC45	coiled-coil domain containing 45	2708	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16806	CCDC43	coiled-coil domain containing 43	693	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16807	CCDC42B	coiled-coil domain containing 42B	955	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16808	CCDC42	coiled-coil domain containing 42	975	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16809	CCDC40	coiled-coil domain containing 40	3507	14	1	3	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16810	CCDC38	coiled-coil domain containing 38	1754	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16811	CCDC37	coiled-coil domain containing 37	1900	73	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16812	CCDC36	coiled-coil domain containing 36	1813	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16813	CCDC30	coiled-coil domain containing 30	2412	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16814	CCDC3	coiled-coil domain containing 3	821	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16815	CCDC28B	coiled-coil domain containing 28B	623	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16816	CCDC28A	coiled-coil domain containing 28A	846	15	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16817	CCDC25	coiled-coil domain containing 25	677	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16818	CCDC24	coiled-coil domain containing 24	962	131	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16819	CCDC23	coiled-coil domain containing 23	209	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16820	CCDC21	coiled-coil domain containing 21	2341	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16821	CCDC160	coiled-coil domain containing 160	980	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16822	CCDC159	coiled-coil domain containing 159	947	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16823	CCDC158	coiled-coil domain containing 158	3434	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16824	CCDC151	coiled-coil domain containing 151	2045	9	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16825	CCDC150	coiled-coil domain containing 150	3414	81	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16826	CCDC15	coiled-coil domain containing 15	2916	75	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16827	CCDC149	coiled-coil domain containing 149	1638	62	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16828	CCDC148	coiled-coil domain containing 148	1878	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16829	CCDC146	coiled-coil domain containing 146	4257	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16830	CCDC144NL	coiled-coil domain containing 144 family, N-terminal like	678	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16831	CCDC144B	coiled-coil domain containing 144B	2217	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16832	CCDC144A	coiled-coil domain containing 144A	4354	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16833	CCDC142	coiled-coil domain containing 142	2282	53	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16834	CCDC140	coiled-coil domain containing 140	801	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16835	CCDC14	coiled-coil domain containing 14	2785	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16836	CCDC138	coiled-coil domain containing 138	2146	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16837	CCDC137	coiled-coil domain containing 137	1033	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16838	CCDC135	coiled-coil domain containing 135	2693	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16839	CCDC134	coiled-coil domain containing 134	762	40	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16840	CCDC132	coiled-coil domain containing 132	3045	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16841	CCDC130	coiled-coil domain containing 130	1223	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16842	CCDC13	coiled-coil domain containing 13	2208	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16843	CCDC126	coiled-coil domain containing 126	429	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16844	CCDC125	coiled-coil domain containing 125	1578	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16845	CCDC124	coiled-coil domain containing 124	688	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16846	CCDC123	coiled-coil domain containing 123	2740	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16847	CCDC122	coiled-coil domain containing 122	1481	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16848	CCDC121	coiled-coil domain containing 121	1363	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16849	CCDC12	coiled-coil domain containing 12	566	4	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16850	CCDC117	coiled-coil domain containing 117	856	218	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16851	CCDC115	coiled-coil domain containing 115	653	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16852	CCDC114	coiled-coil domain containing 114	2065	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16853	CCDC113	coiled-coil domain containing 113	1635	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16854	CCDC112	coiled-coil domain containing 112	1626	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16855	CCDC11	coiled-coil domain containing 11	1575	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16856	CCDC109B	coiled-coil domain containing 109B	1039	167	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16857	CCDC109A	coiled-coil domain containing 109A	1086	91	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16858	CCDC107	coiled-coil domain containing 107	869	73	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16859	CCDC106	coiled-coil domain containing 106	1394	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16860	CCDC105	coiled-coil domain containing 105	1526	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16861	CCDC104	coiled-coil domain containing 104	1067	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16862	CCDC103	coiled-coil domain containing 103	741	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16863	CCDC102B	coiled-coil domain containing 102B	1623	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16864	CCDC102A	coiled-coil domain containing 102A	1681	159	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16865	CCDC101	coiled-coil domain containing 101	920	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16866	CCBP2	chemokine binding protein 2	1159	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16867	CCBL2	cysteine conjugate-beta lyase 2	2589	16	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16868	CCBL1	cysteine conjugate-beta lyase, cytoplasmic	1317	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16869	CCBE1	collagen and calcium binding EGF domains 1	1263	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16870	CC2D1B	coiled-coil and C2 domain containing 1B	2669	39	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16871	CBY3	chibby homolog 3 (Drosophila)	737	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16872	CBY1	chibby homolog 1 (Drosophila)	397	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16873	CBX8	chromobox homolog 8 (Pc class homolog, Drosophila)	1188	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16874	CBX7	chromobox homolog 7	778	125	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16875	CBX6	chromobox homolog 6	1257	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16876	CBX5	chromobox homolog 5 (HP1 alpha homolog, Drosophila)	1347	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16877	CBX4	chromobox homolog 4 (Pc class homolog, Drosophila)	1699	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16878	CBX3	chromobox homolog 3 (HP1 gamma homolog, Drosophila)	580	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16879	CBX1	chromobox homolog 1 (HP1 beta homolog Drosophila )	574	21	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16880	CBWD6	COBW domain containing 6	1244	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16881	CBWD5	COBW domain containing 5	1093	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16882	CBWD3	COBW domain containing 3	2489	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16883	CBWD1	COBW domain containing 1	1297	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16884	CBS	cystathionine-beta-synthase	1720	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16885	CBR4	carbonyl reductase 4	730	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16886	CBR3	carbonyl reductase 3	844	75	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16887	CBLN4	cerebellin 4 precursor	614	67	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16888	CBLN3	cerebellin 3 precursor	1676	67	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16889	CBLN2	cerebellin 2 precursor	683	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16890	CBLN1	cerebellin 1 precursor	590	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16891	CBLB	Cas-Br-M (murine) ecotropic retroviral transforming sequence b	3021	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16892	CBARA1	calcium binding atopy-related autoantigen 1	1480	85	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16893	CAV3	caveolin 3	468	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16894	CAV2	caveolin 2	535	222	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16895	CAV1	caveolin 1, caveolae protein, 22kDa	548	107	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16896	CATSPERB	cation channel, sperm-associated, beta	3453	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16897	CATSPER4	cation channel, sperm associated 4	2093	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16898	CATSPER3	cation channel, sperm associated 3	1229	33	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16899	CASR	calcium-sensing receptor (hypocalciuric hypercalcemia 1, severe neonatal hyperparathyroidism)	3287	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16900	CASQ2	calsequestrin 2 (cardiac muscle)	1240	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16901	CASP8AP2	CASP8 associated protein 2	5937	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16902	CASP8	caspase 8, apoptosis-related cysteine peptidase	1750	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16903	CASP7	caspase 7, apoptosis-related cysteine peptidase	1117	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16904	CASP6	caspase 6, apoptosis-related cysteine peptidase	908	69	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16905	CASP4	caspase 4, apoptosis-related cysteine peptidase	1168	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16906	CASP3	caspase 3, apoptosis-related cysteine peptidase	858	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16907	CASP14	caspase 14, apoptosis-related cysteine peptidase	751	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16908	CASP10	caspase 10, apoptosis-related cysteine peptidase	1758	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16909	CASKIN2	CASK interacting protein 2	3695	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16910	CASKIN1	CASK interacting protein 1	4374	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16911	CASK	calcium/calmodulin-dependent serine protein kinase (MAGUK family)	4908	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16912	CASC5	cancer susceptibility candidate 5	7133	14	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16913	CASC4	cancer susceptibility candidate 4	1347	102	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16914	CARTPT	CART prepropeptide	360	2	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16915	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative)	1754	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16916	CARM1	coactivator-associated arginine methyltransferase 1	1887	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16917	CARKD	carbohydrate kinase domain containing	1211	101	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16918	CARHSP1	calcium regulated heat stable protein 1, 24kDa	456	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16919	CARD9	caspase recruitment domain family, member 9	1710	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16920	CARD8	caspase recruitment domain family, member 8	1660	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16921	CARD18	caspase recruitment domain family, member 18	282	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16922	CARD17	caspase recruitment domain family, member 17	346	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16923	CARD16	caspase recruitment domain family, member 16	632	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16924	CARD14	caspase recruitment domain family, member 14	3258	11	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16925	CARD10	caspase recruitment domain family, member 10	3177	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16926	CAPZB	capping protein (actin filament) muscle Z-line, beta	851	5	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16927	CAPZA3	capping protein (actin filament) muscle Z-line, alpha 3	1045	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16928	CAPZA2	capping protein (actin filament) muscle Z-line, alpha 2	898	147	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16929	CAPSL	calcyphosine-like	641	81	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16930	CAPS2	calcyphosine 2	1742	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16931	CAPS	calcyphosine	590	2	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16932	CAPNS2	calpain, small subunit 2	749	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16933	CAPN9	calpain 9	2153	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16934	CAPN8	calpain 8	1852	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16935	CAPN7	calpain 7	2522	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16936	CAPN6	calpain 6	1974	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16937	CAPN3	calpain 3, (p94)	3047	1	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16938	CAPN2	calpain 2, (m/II) large subunit	2188	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16939	CAPN14	calpain 14	2139	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16940	CAPN13	calpain 13	2098	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16941	CAPN12	calpain 12	2240	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16942	CAPN11	calpain 11	2310	42	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16943	CAPN1	calpain 1, (mu/I) large subunit	2228	76	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16944	CAPG	capping protein (actin filament), gelsolin-like	1083	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16945	CAP2	CAP, adenylate cyclase-associated protein, 2 (yeast)	1481	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16946	CAP1	CAP, adenylate cyclase-associated protein 1 (yeast)	1476	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16947	CANT1	calcium activated nucleotidase 1	1218	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16948	CAMTA2	calmodulin binding transcription activator 2	4457	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16949	CAMP	cathelicidin antimicrobial peptide	527	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16950	CAMLG	calcium modulating ligand	903	104	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16951	CAMKV	CaM kinase-like vesicle-associated	1546	13	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16952	CAMK4	calcium/calmodulin-dependent protein kinase IV	1464	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16953	CAMK2N2	calcium/calmodulin-dependent protein kinase II inhibitor 2	244	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16954	CAMK2N1	calcium/calmodulin-dependent protein kinase II inhibitor 1	241	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16955	CAMK2G	calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma	1855	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16956	CAMK2D	calcium/calmodulin-dependent protein kinase (CaM kinase) II delta	1667	129	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16957	CAMK2B	calcium/calmodulin-dependent protein kinase (CaM kinase) II beta	2096	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16958	CAMK1	calcium/calmodulin-dependent protein kinase I	1422	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16959	CALY	calcyon neuron-specific vesicular protein	674	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16960	CALU	calumenin	1170	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16961	CALR	calreticulin	1288	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16962	CALN1	calneuron 1	810	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16963	CALML6	calmodulin-like 6	568	80	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16964	CALML5	calmodulin-like 5	442	142	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16965	CALML4	calmodulin-like 4	880	109	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16966	CALML3	calmodulin-like 3	450	142	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16967	CALM3	calmodulin 3 (phosphorylase kinase, delta)	470	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16968	CALM2	calmodulin 2 (phosphorylase kinase, delta)	470	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16969	CALM1	calmodulin 1 (phosphorylase kinase, delta)	470	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16970	CALHM3	calcium homeostasis modulator 3	1043	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16971	CALHM2	calcium homeostasis modulator 2	1109	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16972	CALD1	caldesmon 1	2489	42	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16973	CALCRL	calcitonin receptor-like	1434	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16974	CALCR	calcitonin receptor	1583	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16975	CALCOCO2	calcium binding and coiled-coil domain 2	1389	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16976	CALCOCO1	calcium binding and coiled-coil domain 1	2132	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16977	CALCB	calcitonin-related polypeptide beta	400	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16978	CALCA	calcitonin-related polypeptide alpha	604	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16979	CALB2	calbindin 2, 29kDa (calretinin)	858	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16980	CALB1	calbindin 1, 28kDa	826	58	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16981	CADPS	Ca2+-dependent secretion activator	4251	4	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16982	CADM3	cell adhesion molecule 3	1335	24	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16983	CADM2	cell adhesion molecule 2	1413	49	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16984	CACYBP	calcyclin binding protein	707	104	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16985	CACNG8	calcium channel, voltage-dependent, gamma subunit 8	1293	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16986	CACNG5	calcium channel, voltage-dependent, gamma subunit 5	1160	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16987	CACNG3	calcium channel, voltage-dependent, gamma subunit 3	960	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16988	CACNG2	calcium channel, voltage-dependent, gamma subunit 2	984	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16989	CACNG1	calcium channel, voltage-dependent, gamma subunit 1	683	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16990	CACNB1	calcium channel, voltage-dependent, beta 1 subunit	2111	0	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16991	CACNA2D4	calcium channel, voltage-dependent, alpha 2/delta subunit 4	4221	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16992	CACNA2D3	calcium channel, voltage-dependent, alpha 2/delta subunit 3	4077	42	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16993	CACNA1I	calcium channel, voltage-dependent, T type, alpha 1I subunit	6816	7	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16994	CACNA1B	calcium channel, voltage-dependent, N type, alpha 1B subunit	7200	7	0	3	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16995	CABP7	calcium binding protein 7	753	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16996	CABP5	calcium binding protein 5	542	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16997	CABP4	calcium binding protein 4	1008	155	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16998	CABP2	calcium binding protein 2	689	163	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
16999	CABP1	calcium binding protein 1	1368	29	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17000	CABLES2	Cdk5 and Abl enzyme substrate 2	1475	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17001	CABLES1	Cdk5 and Abl enzyme substrate 1	1992	4	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17002	CAB39L	calcium binding protein 39-like	1046	53	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17003	CAB39	calcium binding protein 39	1058	133	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17004	CA9	carbonic anhydrase IX	1422	80	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17005	CA7	carbonic anhydrase VII	819	80	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17006	CA6	carbonic anhydrase VI	957	60	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17007	CA5B	carbonic anhydrase VB, mitochondrial	982	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17008	CA5A	carbonic anhydrase VA, mitochondrial	944	1	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17009	CA3	carbonic anhydrase III, muscle specific	809	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17010	CA2	carbonic anhydrase II	807	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17011	CA14	carbonic anhydrase XIV	1054	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17012	CA13	carbonic anhydrase XIII	813	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17013	CA12	carbonic anhydrase XII	1105	68	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17014	CA11	carbonic anhydrase XI	1019	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17015	CA10	carbonic anhydrase X	1019	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17016	CA1	carbonic anhydrase I	816	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17017	C9orf96	chromosome 9 open reading frame 96	2113	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17018	C9orf95	chromosome 9 open reading frame 95	648	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17019	C9orf93	chromosome 9 open reading frame 93	4079	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17020	C9orf91	chromosome 9 open reading frame 91	1061	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17021	C9orf9	chromosome 9 open reading frame 9	611	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17022	C9orf89	chromosome 9 open reading frame 89	572	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17023	C9orf86	chromosome 9 open reading frame 86	2493	297	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17024	C9orf85	chromosome 9 open reading frame 85	486	53	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17025	C9orf80	chromosome 9 open reading frame 80	331	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
17026	C9orf78	chromosome 9 open reading frame 78	904	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
